"KPI_ID","Order","Strategy","Objective","KPI_Name","Unit","Direction","Baseline","Target","Actual","Status","Responsible_Dept","Note_Revision"
"KPI69-11","11","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 2","ร้อยละสตรีอายุ 30-60 ปี กลุ่มเป้าหมายได้รับการคัดกรองมะเร็งปากมดลูกด้วยวิธี HPV DNA (สะสมผลงาน 2568-2570 ≥ 80%)","ร้อยละ","ยิ่งมากยิ่งดี","11.26","45","","อยู่ระหว่างดำเนินการ","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI69-12","12","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 2","ร้อยละของประชาชนอายุ 50-70 ปี (รายใหม่) กลุ่มเป้าหมายได้รับการคัดกรองมะเร็ง ลำไส้ใหญ่/ไส้ตรง ด้วยวิธี FIT Test","ร้อยละ","ยิ่งมากยิ่งดี","74.37","80","","อยู่ระหว่างดำเนินการ","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI69-13","13","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 2","ร้อยละของผู้ที่มีผลผิดปกติ (มะเร็งลำไส้ใหญ่และไส้ตรงผิดปกติ) ได้รับการส่องกล้อง Colonoscopy","ร้อยละ","ยิ่งมากยิ่งดี","64.57","90","","อยู่ระหว่างดำเนินการ","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI69-14","14","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 2","อัตราความครอบคลุมของการค้นหาผู้ป่วยวัณโรคในกลุ่มผู้สัมผัสร่วมบ้านและผู้สัมผัสใกล้ชิด","ร้อยละ","ยิ่งมากยิ่งดี","100","100","","อยู่ระหว่างดำเนินการ","กลุ่มงานควบคุมโรคติดต่อ",""
"KPI69-15","15","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 2","อัตราป่วยโรคเบาหวานและโรคความดันโลหิตสูงรายใหม่ ลดลง","ร้อยละ","ยิ่งมากยิ่งดี","","7 / 2.5","","อยู่ระหว่างดำเนินการ","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI69-16","16","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 2","ร้อยละของเด็กอายุ 12 ปี ฟันดีไม่มีผุ (Cavity free)","ร้อยละ","ยิ่งมากยิ่งดี","76.90","85","","อยู่ระหว่างดำเนินการ","กลุ่มงานทันตสาธารณสุข",""
"KPI69-17","17","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 3","จำนวนโรงพยาบาลที่ยกระดับการพัฒนาอนามัยสิ่งแวดล้อมได้ตามเกณฑ์ GREEN & CLEAN Hospital","แห่ง","ยิ่งมากยิ่งดี","","2 / 17 / 7","","อยู่ระหว่างดำเนินการ","กลุ่มงานอนามัยสิ่งแวดล้อมและอาชีวอนามัย",""
"KPI69-18","18","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","อัตราความสำเร็จของการรักษาวัณโรคปอดรายใหม่","ร้อยละ","ยิ่งมากยิ่งดี","74.59","95","","อยู่ระหว่างดำเนินการ","กลุ่มงานควบคุมโรคติดต่อ",""
"KPI69-19","19","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","ร้อยละประชาชนกลุ่มเป้าหมายเป็นโรคพยาธิใบไม้ตับลดลง","ร้อยละ","ยิ่งน้อยยิ่งดี","3.64","≤ 1","","อยู่ระหว่างดำเนินการ","กลุ่มงานควบคุมโรคติดต่อ",""
"KPI69-20","20","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","อัตราการฆ่าตัวตายสำเร็จ","ต่อแสนประชากร","ยิ่งน้อยยิ่งดี","7.21","≤ 7.8","","อยู่ระหว่างดำเนินการ","กลุ่มงานส่งเสริมสุขภาพจิตและยาเสพติด",""
"KPI69-21","21","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","อัตราตายผู้ป่วยติดเชื้อในกระแสเลือดแบบรุนแรงชนิด (Community-Acquired)","ร้อยละ","ยิ่งน้อยยิ่งดี","23.14","< 24","","อยู่ระหว่างดำเนินการ","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI69-22","22","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","อัตราผู้ป่วยโรคหลอดเลือดสมอง รายใหม่ต่อประชากรแสนคน","ต่อแสนประชากร","ยิ่งน้อยยิ่งดี","288.57","237","","อยู่ระหว่างดำเนินการ","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI69-23","23","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","ร้อยละของผู้ป่วย IMC ได้รับการบริบาลฟื้นสภาพและติดตามจนครบ 6 เดือน หรือจน Barthel index = 20 ก่อนครบ 6 เดือน","ร้อยละ","ยิ่งมากยิ่งดี","95.23","98","","อยู่ระหว่างดำเนินการ","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI69-24","24","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","อัตราการติดเชื้อดื้อยาในกระแสเลือดลดลง","อัตรา","ยิ่งน้อยยิ่งดี","≤ ปีที่ผ่านมา","≤ ปีที่ผ่านมา","","อยู่ระหว่างดำเนินการ","กลุ่มงานคุ้มครองผู้บริโภคและเภสัชสาธารณสุข",""
"KPI69-25","25","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","ร้อยละของผู้ป่วยที่มีการวินิจฉัยโรคหลอดเลือดสมอง อัมพฤกษ์ อัมพาต ระยะกลาง (Intermediate Care) ที่ได้รับการดูแลด้วยการแพทย์แผนไทยและการแพทย์ทางเลือก","ร้อยละ","ยิ่งมากยิ่งดี","8.17","≥22","","อยู่ระหว่างดำเนินการ","กลุ่มงานการแพทย์แผนไทยและการแพทย์ทางเลือก",""
"KPI69-26","26","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","ร้อยละผู้ป่วยนอกที่ได้รับบริการ ตรวจ วินิจฉัย รักษาโรค และฟื้นฟูสภาพ ด้วยศาสตร์การแพทย์แผนไทยและการแพทย์ทางเลือก","ร้อยละ","ยิ่งมากยิ่งดี","21.19","≥22","","อยู่ระหว่างดำเนินการ","กลุ่มงานการแพทย์แผนไทยและการแพทย์ทางเลือก",""
"KPI69-27","27","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","ร้อยละของผู้ป่วยเบาหวานควบคุมน้ำตาลได้","ร้อยละ","ยิ่งมากยิ่งดี","30.01","40","","อยู่ระหว่างดำเนินการ","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI69-28","28","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 4","ร้อยละของผู้ป่วยความดันโลหิตสูงควบคุมความดันโลหิตได้","ร้อยละ","ยิ่งมากยิ่งดี","58.96","60","","อยู่ระหว่างดำเนินการ","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI69-29","29","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 5","ร้อยละการจัดตั้งหน่วยบริการปฐมภูมิและเครือข่ายหน่วยบริการปฐมภูมิตามพระราชบัญญัติระบบสุขภาพปฐมภูมิ พ.ศ. 2562","ร้อยละ","ยิ่งมากยิ่งดี","100","100","","อยู่ระหว่างดำเนินการ","กลุ่มงานพัฒนาคุณภาพและรูปแบบบริการ",""
"KPI69-30","30","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 5","ร้อยละของการให้บริการผู้ป่วยนอกด้วยระบบด้วยระบบการแพทย์ทางไกล (Telemedicine) ในหน่วยบริการปฐมภูมิ","ร้อยละ","ยิ่งมากยิ่งดี","-","20","","อยู่ระหว่างดำเนินการ","กลุ่มงานพัฒนาคุณภาพและรูปแบบบริการ",""
"KPI69-31","31","ยุทธศาสตร์ที่ 3","เป้าประสงค์ที่ 6","บุคลากรที่ปฏิบัติงานในสำนักงานสาธารณสุขอำเภอได้รับการพัฒนาสมรรถนะหลักและสมรรถนะรอง (Regulator/ กฎหมาย/ พรบ.การสาธารณสุข พ.ศ. 2535/ Hard skill/ Soft skill/ AI)","ร้อยละ","ยิ่งมากยิ่งดี","87.69","90","","อยู่ระหว่างดำเนินการ","กลุ่มงานบริหารทรัพยากรบุคคล",""
"KPI69-32","32","ยุทธศาสตร์ที่ 3","เป้าประสงค์ที่ 6","บุคลากรที่ปฏิบัติงานในระดับเครือข่ายบริการสุขภาพได้รับการพัฒนาสมรรถนะหลักและสมรรถนะรอง","ร้อยละ","ยิ่งมากยิ่งดี","-","80","","อยู่ระหว่างดำเนินการ","กลุ่มงานบริหารทรัพยากรบุคคล",""
"KPI69-33","33","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 7","ผลงานวิจัย/R2R/นวัตกรรมหรือเทคโนโลยีสุขภาพที่คิดค้นใหม่หรือที่พัฒนาต่อยอดนำไปแก้ไขปัญหาสาธารณสุขที่สำคัญของจังหวัดขอนแก่น","เรื่อง","ยิ่งมากยิ่งดี","448 (เรื่อง)","วิจัย 400 / นวัตกรรม 100","","อยู่ระหว่างดำเนินการ","กลุ่มงานพัฒนายุทธศาสตร์สาธารณสุข",""
"KPI69-34","34","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 7","จำนวนโรงพยาบาลสังกัดกระทรวงสาธารณสุขที่พัฒนาสู่องค์กรดิจิทัลและมีความมั่นคงปลอดภัยทางไซเบอร์","แห่ง","ยิ่งมากยิ่งดี","22 แห่ง","26 แห่ง","","อยู่ระหว่างดำเนินการ","กลุ่มงานเทคโนโลยีสารสนเทศ",""
"KPI69-35","35","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 8","โรงพยาบาลสังกัดกระทรวงสาธารณสุขมีคุณภาพผ่านการรับรองตามมาตรฐาน","แห่ง","ยิ่งมากยิ่งดี","","26 แห่ง","","อยู่ระหว่างดำเนินการ","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI69-36","36","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 8","จำนวนสำนักงานสาธารณสุขอำเภอผ่านเกณฑ์พัฒนาศักยภาพเป็นองค์กรสมรรถนะสูง Smart สสอ.ด้านการคุ้มครองผู้บริโภค","แห่ง","ยิ่งมากยิ่งดี","9","15","","อยู่ระหว่างดำเนินการ","กลุ่มงานพัฒนายุทธศาสตร์สาธารณสุข",""
"KPI69-37","37","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 9","จำนวนโรงพยาบาลมีการบริหารการเงินการคลังอย่างมีประสิทธิภาพ","แห่ง","ยิ่งมากยิ่งดี","21 แห่ง","24 แห่ง","","อยู่ระหว่างดำเนินการ","กลุ่มงานประกันสุขภาพ",""
"KPI69-38","38","ยุทธศาสตร์ที่ 5","เป้าประสงค์ที่ 10","ร้อยละผลิตภัณฑ์สุขภาพและสถานประกอบการมีคุณภาพตามเกณฑ์","ร้อยละ","ยิ่งมากยิ่งดี","100","> 95","","อยู่ระหว่างดำเนินการ","กลุ่มงานคุ้มครองผู้บริโภคและเภสัชสาธารณสุข",""
