"KPI_ID","Order","Strategy","Objective","KPI_Name","Unit","Direction","Baseline","Target","Actual","Status","Responsible_Dept","Note_Revision"
"KPI66-11","11","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ร้อยละของกลุ่มภาวะพึ่งพิงได้รับการดูแล Care Plan","ร้อยละ","ยิ่งมากยิ่งดี","95.70","95","94.61","ไม่บรรลุเป้าหมาย","กลุ่มงานส่งเสริมสุขภาพ",""
"KPI66-12","12","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ร้อยละสตรีอายุ 30-60 ปี ได้รับการคัดกรองมะเร็งปากมดลูก","ร้อยละ","ยิ่งมากยิ่งดี","59.81","80","37.96","ไม่บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI66-13","13","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ประชาชนอายุ 50-70 ปี ได้รับการคัดกรองมะเร็งลำไส้ใหญ่/ไส้ตรงด้วยวิธี FIT Test","ร้อยละ","ยิ่งมากยิ่งดี","72.44","80","132.62","บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI66-14","14","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","อัตราความครอบคลุมของการค้นหาผู้ป่วยวัณโรครายใหม่และการกลับเป็นซ้ำ","ร้อยละ","ยิ่งมากยิ่งดี","88","90","75.26","ไม่บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคติดต่อ",""
"KPI66-15","15","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ร้อยละของโรงพยาบาลที่ยกระดับการพัฒนาอนามัยสิ่งแวดล้อมได้ตามเกณฑ์ Green & Clean Hospital Challenges ผ่านเกณฑ์ระดับ","แห่ง","ยิ่งมากยิ่งดี","","24 แห่ง","26 แห่ง","บรรลุเป้าหมาย","กลุ่มงานอนามัยสิ่งแวดล้อมและอาชีวอนามัย",""
"KPI66-16","16","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ร้อยละผลิตภัณฑ์สุขภาพและสถานประกอบการมีคุณภาพตามเกณฑ์","ร้อยละ","ยิ่งมากยิ่งดี","82","85","100","บรรลุเป้าหมาย","กลุ่มงานคุ้มครองผู้บริโภคและเภสัชสาธารณสุข",""
"KPI66-17","17","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ร้อยละของผู้ป่วยโรคเบาหวานและโรคความดันโลหิตสูงที่ควบคุมได้ดี","ร้อยละ","ยิ่งมากยิ่งดี","","40 / 60","26.69 / 53.22","ไม่บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI66-18","18","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ร้อยละของผู้ป่วยโรคเบาหวานและโรคความดันโลหิตสูงได้รับการค้นหาและคัดกรองโรคไตเรื้อรัง","ร้อยละ","ยิ่งมากยิ่งดี","58.49","80","82.50","บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI66-19","19","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ร้อยละของผู้ป่วย CKD ที่มีอัตราการลดลงของ eGFR < 5ml/min/1.73m2/yr","ร้อยละ","ยิ่งมากยิ่งดี","64.77","66","68.20","บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI66-20","20","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ระดับความสำเร็จการดำเนินการลดอัตราการเสียชีวิตของผู้บาดเจ็บวิกฤติฉุกเฉิน ภายใน 24 ชั่วโมง","ระดับ","ยิ่งมากยิ่งดี","ระดับ 5","ระดับ 5","ระดับ 5","บรรลุเป้าหมาย","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI66-21","21","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ระดับความสำเร็จของการดำเนินงานป้องกันควบคุมวัณโรค","ระดับ","ยิ่งมากยิ่งดี","ระดับ 5","ระดับ 5","ระดับ 5","บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคติดต่อ",""
"KPI66-22","22","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ระดับความสำเร็จของการประสานงาน จัดบริการปฐมภูมิร่วมในองค์กรต่างสังกัด","ระดับ","ยิ่งมากยิ่งดี","ระดับ 5","ระดับ 5","ระดับ 5","บรรลุเป้าหมาย","กลุ่มงานพัฒนาคุณภาพและรูปแบบบริการ",""
"KPI66-23","23","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","จำนวนอำเภอผ่านคุณลักษณะอำเภอป้องกันและแก้ไขปัญหาการฆ่าตัวตายที่เข้มแข็ง","อำเภอ (%)","ยิ่งมากยิ่งดี","17 (65.38%)","18 (69.23%)","18 (69.23%)","บรรลุเป้าหมาย","กลุ่มงานส่งเสริมสุขภาพจิตและยาเสพติด",""
"KPI66-24","24","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ระดับความสำเร็จของการขับเคลื่อนงานการแพทย์แผนไทยและการแพทย์ทางเลือก","ระดับ","ยิ่งมากยิ่งดี","ระดับ 5","ระดับ 5","ระดับ 5","บรรลุเป้าหมาย","กลุ่มงานการแพทย์แผนไทยและการแพทย์ทางเลือก",""
"KPI66-25","25","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ระดับความสำเร็จในการจัดระบบการดูแลรักษาผู้ป่วยภาวะติดเชื้อในกระแสเลือด (Sepsis)","ระดับ","ยิ่งมากยิ่งดี","ระดับ 5","ระดับ 5","ระดับ 5","บรรลุเป้าหมาย","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI66-26","26","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ร้อยละของตำบลจัดการสุขภาพในการเฝ้าระวัง ป้องกันแก้ไขปัญหาโรคพยาธิใบไม้ตับและมะเร็งท่อน้ำดี","ร้อยละ","ยิ่งมากยิ่งดี","","60","100","บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคติดต่อ",""
"KPI66-27","27","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ระดับความสำเร็จของการจัดระบบบริการบริบาลฟื้นสภาพระยะกลาง (Intermediate Care: IMC)","ระดับ","ยิ่งมากยิ่งดี","ระดับ 5","ระดับ 5","ระดับ 5","บรรลุเป้าหมาย","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI66-28","28","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","จำนวนโรงพยาบาลที่มีการดูแลแบบประคับประคอง (Palliative Care) ตามเกณฑ์มาตรฐาน","แห่ง","ยิ่งมากยิ่งดี","24","24","24","บรรลุเป้าหมาย","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI66-29","29","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ระดับความสำเร็จของการจัดระบบบริการรับส่งต่อผู้ป่วย (Seamless Referral System)","ระดับ","ยิ่งมากยิ่งดี","ระดับ 5","ระดับ 5","ระดับ 5","บรรลุเป้าหมาย","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI66-30","30","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ระดับความสำเร็จของเครือข่ายบริการสุขภาพระดับอำเภอในการเตรียมความพร้อมและตอบโต้การระบาดของโรคติดต่อที่สำคัญและภัยสุขภาพ","ระดับ","ยิ่งมากยิ่งดี","ระดับ 5","ระดับ 5","ระดับ 5","บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคติดต่อ",""
"KPI66-31","31","ยุทธศาสตร์ที่ 2","เป้าประสงค์ที่ 2","ระดับความสำเร็จของการส่งเสริมการใช้ยาอย่างสมเหตุสมผล","ระดับ","ยิ่งมากยิ่งดี","ระดับ 5","ระดับ 5","ระดับ 5","บรรลุเป้าหมาย","กลุ่มงานคุ้มครองผู้บริโภคและเภสัชสาธารณสุข",""
"KPI66-32","32","ยุทธศาสตร์ที่ 3","เป้าประสงค์ที่ 3","ร้อยละของบุคลากรที่มีความพร้อมรองรับการเข้าสู่ตำแหน่งที่สูงขึ้นได้รับการพัฒนา","ร้อยละ","ยิ่งมากยิ่งดี","100","100","100","บรรลุเป้าหมาย","กลุ่มงานบริหารทรัพยากรบุคคล",""
"KPI66-33","33","ยุทธศาสตร์ที่ 3","เป้าประสงค์ที่ 3","ร้อยละของหน่วยงานมีการนำผลการประเมินฯ มาวิเคราะห์และแปลผลเพื่อใช้ในการพัฒนาองค์กรในการขับเคลื่อนการดำเนินงานองค์กรแห่งความสุข (Happy MOPH)","ร้อยละ","ยิ่งมากยิ่งดี","100","100","100","บรรลุเป้าหมาย","กลุ่มงานบริหารทรัพยากรบุคคล",""
"KPI66-34","34","ยุทธศาสตร์ที่ 3","เป้าประสงค์ที่ 3","ร้อยละ อสม.ที่ได้รับการพัฒนาศักยภาพเป็น อสม.หมอประจำบ้าน และสามารถใช้ Application อสม. ได้","ร้อยละ","ยิ่งมากยิ่งดี","50","60","85.40","บรรลุเป้าหมาย","กลุ่มงานพัฒนาคุณภาพและรูปแบบบริการ",""
"KPI66-35","35","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 4","จำนวนนวัตกรรมหรือเทคโนโลยีสุขภาพที่คิดค้นใหม่หรือที่พัฒนาต่อยอด","เรื่อง","ยิ่งมากยิ่งดี","99","26","283","บรรลุเป้าหมาย","กลุ่มงานพัฒนายุทธศาสตร์สาธารณสุข",""
"KPI66-36","36","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 4","จำนวนโรงพยาบาลสังกัดกระทรวงสาธารณสุขมีคุณภาพมาตรฐาน HA และระบบบริการก้าวหน้า (EMS)","แห่ง","ยิ่งมากยิ่งดี","","18/26","18/26","บรรลุเป้าหมาย","กลุ่มงานพัฒนาระบบบริการสุขภาพ",""
"KPI66-37","37","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 4","จำนวนเครือข่ายบริการสุขภาพระดับอำเภอดำเนินการพัฒนาระบบความพึงพอใจของผู้รับบริการผ่านเกณฑ์ที่กำหนด","เครือข่าย","ยิ่งมากยิ่งดี","21","22","23","บรรลุเป้าหมาย","กลุ่มงานพัฒนายุทธศาสตร์สาธารณสุข",""
"KPI66-38","38","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 4","จำนวนสำนักงานสาธารณสุขอำเภอที่ดำเนินการพัฒนาคุณภาพการบริหารจัดการภาครัฐ (PMQA) ผ่านเกณฑ์ที่กำหนด","แห่ง","ยิ่งมากยิ่งดี","24","24","25","บรรลุเป้าหมาย","กลุ่มงานพัฒนายุทธศาสตร์สาธารณสุข",""
"KPI66-39","39","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 4","จำนวนโรงพยาบาลมีการบริหารการเงินการคลังอย่างมีประสิทธิภาพ","แห่ง","ยิ่งมากยิ่งดี","24","24","14","ไม่บรรลุเป้าหมาย","กลุ่มงานประกันสุขภาพ",""
"KPI66-40","40","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 4","จำนวนหน่วยงานในสังกัดสำนักงานสาธารณสุขจังหวัดขอนแก่น ผ่านเกณฑ์การประเมินคุณธรรมและความโปร่งใส (ITA)","แห่ง","ยิ่งมากยิ่งดี","52","52","52","บรรลุเป้าหมาย","กลุ่มงานนิติการและธรรมาภิบาล",""
"KPI66-41","41","ยุทธศาสตร์ที่ 4","เป้าประสงค์ที่ 4","จำนวนหน่วยงานสาธารณสุขที่พัฒนาสู่องค์กรดิจิทัล","แห่ง","ยิ่งมากยิ่งดี","","13","13","บรรลุเป้าหมาย","กลุ่มงานเทคโนโลยีสารสนเทศ",""
